Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro
"CORREAGH, VIRGINIA, CO CAVAN",,Cavan,25000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2021,2021-12-22,79.16602373,26311.79455
"87 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",,Meath,25000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2013,2013-11-19,96.13678379,24697.88787
"Knockfadda, Lismire, Co. Cork",,Cork,25000.0,No,No,Second-Hand Dwelling house /Apartment,,1,8,2014,2014-08-01,99.86583566,26156.28826
"MAIN STREET LOWER, MAIN STREET LOWER, KILLESHANDRA",,Cavan,25000.0,No,No,Second-Hand Dwelling house /Apartment,,18,3,2015,2015-03-18,84.66412098,23015.29869
"GORTNASKEHA COMMONS, BALLYBUNNION, COUNTY KERRY",,Kerry,25000.0,No,No,Second-Hand Dwelling house /Apartment,,14,1,2020,2020-01-14,85.50174849,27883.99729
"Hale Street, Ardee",,Louth,25000.0,No,No,Second-Hand Dwelling house /Apartment,,12,4,2013,2013-04-12,90.23651839,23182.08832
"16 Cois Locha, Calloughs, Carrigallen",,Leitrim,25000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12,2,2016,2016-02-12,82.35226461,23053.1089
"52 Joe McDonnell Drive, Cranmore, Sligo",,Sligo,25000.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2012,2012-07-06,91.85273714,23803.33651
"55 Tower Hill, Ballymote",,Sligo,25000.0,No,No,Second-Hand Dwelling house /Apartment,,25,4,2014,2014-04-25,88.7669505,23249.33177
"20 OCONNELL RD, TIPPERARY, TIPPERARY",,Tipperary,25000.0,No,No,Second-Hand Dwelling house /Apartment,,27,3,2017,2017-03-27,90.26349033,26724.16498
"Walshtown, Kiltormer, Ballinasloe",,Galway,25000.0,No,No,Second-Hand Dwelling house /Apartment,,26,2,2013,2013-02-26,91.40722728,23482.84767
"RATHSLEVIN HOUSE, RATHSLEVIN, SWINFORD",,Mayo,25000.0,No,No,Second-Hand Dwelling house /Apartment,,10,8,2015,2015-08-10,80.22447756,21808.41533
"APT 1, THE FAIRGREEN, DROMORE WEST",,Sligo,25333.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2021,2021-07-30,86.11087792,28716.55387
"MAIN ST, FETHARD, TIPPERARY",,Tipperary,25333.33,No,No,Second-Hand Dwelling house /Apartment,,9,10,2018,2018-10-09,86.68234561,26503.22958
"4 COLBERT TERRACE, ABBEYFEALE, LIMERICK",,Limerick,25500.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2021,2021-07-16,111.3360294,37352.90892
"Carrowbeg, Killasser, Swinford",,Mayo,25850.0,Yes,No,Second-Hand Dwelling house /Apartment,,23,1,2013,2013-01-23,83.97517994,21573.5278
"51 MC DERMOTT TCE, MANORHAMILTON, LEITRIM",,Leitrim,26000.0,No,No,Second-Hand Dwelling house /Apartment,,24,7,2014,2014-07-24,86.24924122,22589.90776
"THE CRESCENT, BOYLE, CO ROSCOMMON",,Roscommon,26000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2015,2015-12-21,79.32921101,21565.04391
"CRAANMORE, KILDAVIN, CO CARLOW",,Cavan,26000.0,No,No,Second-Hand Dwelling house /Apartment,,24,9,2015,2015-09-24,84.66412098,23015.29869
"BANOGUES, MOUNTBELLEW, BALLINASLOE",,Galway,26000.0,No,No,Second-Hand Dwelling house /Apartment,,5,8,2016,2016-08-05,92.06370489,25771.66062
"17 ROSEGARTH, DONNYBROOK, DOUGLAS",,Cork,26560.0,Yes,No,Second-Hand Dwelling house /Apartment,,24,2,2016,2016-02-24,98.91884037,27690.63863
"214  St. John's Park, Waterford",,Waterford,27000.0,No,No,Second-Hand Dwelling house /Apartment,,21,4,2015,2015-04-21,95.42257239,25939.90205
"newtown, nenagh",,Tipperary,27000.0,No,No,Second-Hand Dwelling house /Apartment,,2,8,2013,2013-08-02,94.86943018,24372.30013
"MULLINROE, DRING, CO. LONGFORD",,Longford,27000.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2019,2019-12-10,69.55647575,22127.23623
"125 KILBARRY PLACE, FARRANREE, CORK",,Cork,27000.0,Yes,No,Second-Hand Dwelling house /Apartment,,6,6,2018,2018-06-06,101.6747702,31087.1811
"31 CARRAIG ABHAINN, MORTARSTOWN, CARLOW",,Carlow,27000.0,No,Yes,New Dwelling house /Apartment,,24,2,2019,2019-02-24,88.11763163,28031.8925
"APT 1 CASIRT SLUA, CHURCH STREET, BALLINASLOE",,Galway,27000.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2017,2017-07-26,91.30778344,27033.34715
"2 LODGE AVE, THE SQUARE, KILFINANE",,Limerick,27000.0,Yes,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22,106.2192943,27820.3498
"71 The Kilns, Station Road, Portmarnock",,Dublin,27065.0,No,No,Second-Hand Dwelling house /Apartment,,21,5,2010,2010-05-21,114.6838254,29224.81553
"14 Burnside Park, Lower Main Street, Letterkenny",,Donegal,27142.86,No,No,Second-Hand Dwelling house /Apartment,,17,9,2015,2015-09-17,71.6171107,19468.56797
"APT 2 COISLOCA, GLASLOUGH ST, MONAGHAN",,Monaghan,27333.0,No,No,Second-Hand Dwelling house /Apartment,,19,5,2014,2014-05-19,80.63113512,21118.44555
"46 GLEANN RIADA, STROKESTOWN RD, LONGFORD",,Longford,27480.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22,82.04394811,21488.48145
"APT 6, PORT HOUSE, PORT RD",,Donegal,27500.0,No,No,Second-Hand Dwelling house /Apartment,,17,5,2018,2018-05-17,69.36144933,21207.34508
"10 SHANNON GROVE APARTMENTS, LISNAGOT, CARRICK ON SHANNON",,Leitrim,27500.0,No,Yes,New Dwelling house /Apartment,,30,4,2021,2021-04-30,80.09138641,26606.58546
"Apartment 4, 38 High Street",,Sligo,27500.0,No,No,Second-Hand Dwelling house /Apartment,,12,2,2016,2016-02-12,84.73645555,23720.5224
"6 SHANNON GROVE APARTMENTS, LISNAGOT, CARRICK ON SHANNON",,Leitrim,27500.0,No,Yes,New Dwelling house /Apartment,,30,4,2021,2021-04-30,80.09138641,26606.58546
"25 CASTLEQUARTER, KILLENAULE, THURLES",,Tipperary,28000.0,No,No,Second-Hand Dwelling house /Apartment,,30,12,2013,2013-12-30,94.86943018,24372.30013
"DOON EAST, GURTEEN, SLIGO",,Sligo,28000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2011,2011-09-13,91.13091057,22771.17132
"8 SLI NA HABHANN, BRIDGE ST, BALLINASLOE",,Galway,28000.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2019,2019-05-27,90.37404068,28749.69908
"BALLINOWLART SOUTH, COOLESTOWN, BRACKNAGH",,Offaly,28000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2015,2015-04-30,80.14106676,21785.74073
"16 WEAVERS HALL, MARKET SQ, LONGFORD",,Longford,28000.0,No,No,Second-Hand Dwelling house /Apartment,,4,4,2018,2018-04-04,72.87930501,22282.93361
"7 Athlomen Terrace, Mitchel Street, Thurles",,Tipperary,28000.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2013,2013-10-18,94.86943018,24372.30013
"APT 4 COURT KEEP, BARRACK ST, TULLOW",,Carlow,28000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2019,2019-08-22,88.11763163,28031.8925
"BAWNARD, CLONMEL, COUNTY WATERFORD",,Waterford,28000.0,No,No,Second-Hand Dwelling house /Apartment,,16,1,2020,2020-01-16,89.84377913,29274.35521
"GUILKA, MENLOUGH, BALLINASLOE",,Galway,28500.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2019,2019-10-02,90.37404068,28749.69908
"30 Cruise Park Avenue, Cruise Park",,Dublin,28847.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,1,2013,2013-01-15,120.0591077,30843.61949
"APARTMENT 2, RUSH STREET, CASTLEBAR",,Mayo,29000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2015,2015-12-04,80.22447756,21808.41533
"8 Ballon Hill, Ballon",,Carlow,29947.5,Yes,No,Second-Hand Dwelling house /Apartment,,25,9,2012,2012-09-25,90.57142938,23471.28979
"Broughal, Kilcormac",,Offaly,30000.0,No,No,Second-Hand Dwelling house /Apartment,,9,5,2012,2012-05-09,81.3776957,21088.76376
"NEAMH COTTAGE CARRIGDANGAN, KILMICHAEL, CORK",,Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,,12,1,2016,2016-01-12,98.91884037,27690.63863
"CORRY, CARRICK-ON-SHANNON, CO. ROSCOMMON",,Roscommon,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,10,2021,2021-10-08,79.78536979,26551.51879
"Craigadoes, St. Johnston",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,24,6,2013,2013-06-24,73.60246242,18908.73911
"Glenquin, Strand",,Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2015,2015-12-08,104.4601497,28396.69884
"KNOX ST, BALLYHAUNIS, MAYO",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,12,5,2016,2016-05-12,80.36872919,22497.85207
"EFFERNAN, KILDYSART, COUNTY CLARE",,Clare,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,7,2017,2017-07-27,89.14211516,26392.16126
"MAIN ST, CONVOY, CO DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2014,2014-11-27,72.1836347,18905.92458
"Leenakiel, Clonmany",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2010,2010-12-01,77.78483858,19821.86722
"LISTARAGAN, GLENEELY, DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,3,2014,2014-03-27,72.1836347,18905.92458
"BALLYBODEN, TYRELLSPASS, CO WESTMEATH",,Westmeath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2015,2015-10-22,86.92544936,23630.02365
"7 Ard Na Ri, Galway Road, Roscommon",,Roscommon,30000.0,Yes,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,2,2011,2011-02-23,85.66571442,21405.56532
"GRANGE UPPER, NEWCASTLEWEST, CO. LIMERICK",,Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2017,2017-12-21,108.4820304,32118.09855
"16 BARRACK STREET, BELMULLET, MAYO",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2014,2014-02-18,83.23957412,21801.63297
"BELCRUIT, KINCASSLAGH, COUNTY DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,6,2018,2018-06-08,69.36144933,21207.34508
"37 PALACE CRESENT, LONGFORD, LONGFORD",,Longford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2015,2015-10-22,82.23913948,22356.08588
"19 WILLOW DRIVE, ATHLONE, CO WESTMEATH",,Westmeath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,11,5,2015,2015-05-11,86.92544936,23630.02365
"40 MANOR VIEW PARK, LONG LANE, LETTERKENNY",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2016,2016-03-08,69.47650061,19448.75885
"ANNAGH, BALLYHAUNIS, MAYO",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2017,2017-08-23,80.43525017,23814.33388
"Carriglong, Tramore",,Waterford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2015,2015-07-23,95.42257239,25939.90205
"19 WESTCOURT, THE QUAY, CLONMEL",,Tipperary,30000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2015,2015-10-19,90.24713667,24532.99913
"cork street, macroom, co cork",,Cork,30000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2,2,2015,2015-02-02,98.45160268,26763.32095
"KILCLOONY, BALLINASLOE, GALWAY",,Galway,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30,1,2019,2019-01-30,90.37404068,28749.69908
"CARRAIG DONN, CREHANA, CARRICK ON SUIR",,Waterford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2020,2020-12-15,89.84377913,29274.35521
"Dromskehy, Clonbannin, Mallow",,Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30,5,2013,2013-05-30,100.9859374,25943.65299
"15 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,4,2014,2014-04-08,84.26433538,22070.03258
"MILITARY RD, CRINKLE, BIRR",,Offaly,30000.0,No,No,Second-Hand Dwelling house /Apartment,,18,6,2019,2019-06-18,71.51053362,22748.85915
"PRIESTOWN, CARNDONNAGH, CO DONEGAL",,Donegal,30000.0,No,Yes,New Dwelling house /Apartment,,14,8,2019,2019-08-14,72.41234003,23035.7409
"2A GLEN TERRACE, WATERFORD",,Waterford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2019,2019-03-22,90.0757785,28654.81621
"8 Cnoc Greine, Knockgreaney, Coolgreaney",,Wexford,30000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,4,8,2017,2017-08-04,82.15337253,24323.01558
"INNISKILL, RATHMULLAN, LETTERKENNY",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2,2,2018,2018-02-02,69.36144933,21207.34508
"CLOONSHANVILLE, FRENCHPARK, ROSCOMMON",,Roscommon,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,6,2018,2018-06-13,79.18237538,24210.10482
"22 ROSBERCON CT, NEW ROSS, WEXFORD",,Wexford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,4,3,2014,2014-03-04,89.28165522,23384.14028
"204 SUMMERHILL APTS, BUNDORAN, DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2019,2019-01-10,72.41234003,23035.7409
"41 Bewley Street, New Ross",,Wexford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2013,2013-07-31,87.22672669,22408.86193
"BEAGH, DROMAHAIR, LEITRIM",,Leitrim,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2014,2014-11-27,86.24924122,22589.90776
"APT 3, 41 CECIL ST, LIMERICK",,Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2016,2016-02-15,108.8402222,30467.95989
"CLOONAGLEAVRAGH, EASKEY, CO SLIGO",,Sligo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,24,1,2017,2017-01-24,85.5482518,25328.13197
"Derryleigh, Newport",,Tipperary,30000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2010,2010-09-10,92.77836976,23642.66044
"15 Hill Street, Dundalk",,Louth,30000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2013,2013-09-20,90.23651839,23182.08832
"43 Clones Road, Newbliss",,Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2014,2014-07-30,80.63113512,21118.44555
"Cashel, Tubbercurry",,Sligo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2013,2013-10-21,90.57423389,23268.84866
"KILLAHORNIA, CREAGH, BALLINASLOE",,Roscommon,30000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2020,2020-08-17,80.51419477,26196.92451
"47A Benildus Villas, Navan",,Meath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2013,2013-09-13,96.13678379,24697.88787
"12 SLIVEROE MEADOW, FRENCHPARK ROAD, BOYLE",,Roscommon,30000.0,No,No,Second-Hand Dwelling house /Apartment,,18,8,2021,2021-08-18,79.78536979,26551.51879
"APT RAILWAY TAVERN, ALTAMOUNT STREET, WESTPORT",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,25,7,2017,2017-07-25,80.43525017,23814.33388
"19 KNOCKMORE, WEXFORD RD, ARKLOW",,Wicklow,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,22,7,2019,2019-07-22,101.8452264,32398.90117
"27 The Oaks, Frenchpark",,Roscommon,30000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,5,2014,2014-05-30,81.98302029,21472.52358
"52 JOHN ST, SLIGO, SLIGO",,Sligo,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,3,2021,2021-03-02,86.11087792,28716.55387
"JOHNS HOUSE, KILDONEY GLEBE, BALLYSHANNON",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2021,2021-03-29,71.41550905,23788.7895
"25 Roche's Terrace, Ballina",,Mayo,30250.0,Yes,No,Second-Hand Dwelling house /Apartment,,6,2,2012,2012-02-06,86.57182694,22434.80589
"7 DESMONDS AVE, CASTLEISLAND, KERRY",,Kerry,30400.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2016,2016-11-08,86.16519196,24120.47274
"113 Canal Court, Barrack Street, Belmullet",,Mayo,30800.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,9,2015,2015-09-04,80.22447756,21808.41533
"8 BARTRA GREEN, KILLALA, COUNTY MAYO",,Mayo,31176.0,No,No,Second-Hand Dwelling house /Apartment,,24,2,2017,2017-02-24,80.43525017,23814.33388
"13 WILLOW COURT, PRIMROSE GATE, CELBRIDGE",,Kildare,31300.69,No,No,Second-Hand Dwelling house /Apartment,,22,6,2018,2018-06-22,113.8570586,34811.93017
"10 CHURCH STREET, OLDCASTLE, CO. MEATH",,Meath,31500.0,No,No,Second-Hand Dwelling house /Apartment,,18,8,2016,2016-08-18,100.2696773,28068.78233
"4D SILVER DTREET MEWS, SILVER STREET, NENAGH",,Tipperary,31500.0,No,No,Second-Hand Dwelling house /Apartment,,18,9,2015,2015-09-18,90.24713667,24532.99913
"Enagh, Bailieborough",,Cavan,32000.0,No,No,Second-Hand Dwelling house /Apartment,,3,7,2012,2012-07-03,84.13222626,21802.59135
"FEIRGLASS, MOHILL, CARRICK ON SHANNON",,Leitrim,32000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2017,2017-12-21,82.79574771,24513.20255
"7 HARBOUR TERRACE, EAST HILL, COBH",,Cork,32000.0,No,No,Second-Hand Dwelling house /Apartment,,27,6,2016,2016-06-27,98.91884037,27690.63863
"16 KINCORA PARK, LIFFORD, ENNIS",,Clare,32000.0,No,No,Second-Hand Dwelling house /Apartment,,19,1,2021,2021-01-19,88.94796907,29651.38888
"74 Summerfield, Castlebar",,Mayo,32000.0,No,No,Second-Hand Dwelling house /Apartment,,23,1,2013,2013-01-23,83.97517994,21573.5278
"35 QUINS COTTAGES, PROSPECT, LIMERICK",,Limerick,32000.0,No,No,Second-Hand Dwelling house /Apartment,,1,4,2014,2014-04-01,106.2192943,27820.3498
"MOAT, CREGGS, COUNTY GALWAY",,Galway,32000.0,No,No,Second-Hand Dwelling house /Apartment,,29,6,2021,2021-06-29,88.85740352,29578.80337
"503 Mount Kenneth Place, Limerick",,Limerick,32000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2013,2013-04-30,106.1068916,27259.24467
"11 The Orchard, Moylough",,Galway,32000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2014,2014-07-16,91.09733125,23859.69176
"16 LOWER CHARLES ST, CASTLEBAR, MAYO",,Mayo,32000.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2015,2015-01-22,80.22447756,21808.41533
"No. 4 The Wharf, Scots Quay, Waterford",,Waterford,32000.0,No,No,Second-Hand Dwelling house /Apartment,,24,9,2013,2013-09-24,92.94263965,23877.30067
"5 ROYAL OAK APTS, BALLAGHADERREEN, ROSCOMMON",,Roscommon,32000.0,No,No,Second-Hand Dwelling house /Apartment,,23,6,2016,2016-06-23,80.13091635,22431.28043
"9 BARKER PLACE, OCONNELL ST, WATERFORD",,Waterford,32230.0,No,No,Second-Hand Dwelling house /Apartment,,24,5,2017,2017-05-24,88.63183845,26241.08446
"APT 4 9 ROSSA PLACE, COLEMAN RD, CAVAN",,Cavan,32500.0,No,No,Second-Hand Dwelling house /Apartment,,20,6,2019,2019-06-20,81.08619761,25795.05977
"8 CARN GARDENS, NEWTOWNBUTLER RD, CLONES",,Monaghan,32500.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2016,2016-08-22,80.24898788,22464.33253
"APT 8 BEECH COURT, POUND ROAD, RATHMULLAN",,Donegal,32500.0,No,No,Second-Hand Dwelling house /Apartment,,22,6,2015,2015-06-22,71.6171107,19468.56797
"2 MORRISSONS AVE, WATERFORD, WATERFORD",,Waterford,32500.0,Yes,No,Second-Hand Dwelling house /Apartment,,27,10,2017,2017-10-27,88.63183845,26241.08446
"3 KNOCKANROE, OLD PARISH, WATERFORD",,Waterford,32500.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,3,2017,2017-03-02,88.63183845,26241.08446
"GLENGOAGH, KNOCKANROE, TALLOW",,Waterford,32500.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2016,2016-10-18,90.09594264,25220.81921
"Cloonaugh, Carrowbehy, Castlerea",,Roscommon,32500.0,No,No,Second-Hand Dwelling house /Apartment,,11,1,2010,2010-01-11,89.33653721,22765.58017
"5 ABBEYLEIX ROAD, PORTLAOISE, CO LAOIS",,Laois,32625.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2014,2014-12-19,87.4867384,22914.02594
"12 HILLSIDE DRIVE, ATHEA, COUNTY LIMERICK",,Limerick,32700.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2013,2013-12-10,106.1068916,27259.24467
"7 Cruise Park Avenue, Cruise Park",,Dublin,32826.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,1,2013,2013-01-15,120.0591077,30843.61949
"MAGHERALOSK, BUNBEG, GWEEDORE",,Donegal,33000.0,No,No,Second-Hand Dwelling house /Apartment,,8,5,2014,2014-05-08,72.1836347,18905.92458
"406 RICHMOND COURT, DOCK RD, LIMERICK",,Limerick,33000.0,No,No,Second-Hand Dwelling house /Apartment,,29,5,2015,2015-05-29,104.4601497,28396.69884
"7 GRIFFITH DRIVE, FINGLAS EAST, DUBLIN 11",,Dublin,33000.0,Yes,No,Second-Hand Dwelling house /Apartment,,18,12,2019,2019-12-18,122.2901374,38902.81574
"45 Woodlawn Park, Borris",,Carlow,33221.0,Yes,No,Second-Hand Dwelling house /Apartment,,29,7,2013,2013-07-29,91.03649379,23387.6049
"COCKHILL, KILCUMMIN, KILLARNEY",,Kerry,33500.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,7,2014,2014-07-02,84.84641486,22222.4875
"11 CHESTNUT GROVE, RAMELTON, LETTERKENNY",,Donegal,33600.0,Yes,No,Second-Hand Dwelling house /Apartment,,14,2,2014,2014-02-14,72.1836347,18905.92458
"77 OAKLAND PARK, DUNDALK, LOUTH",,Louth,34000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,7,2021,2021-07-13,87.35712112,29104.06999
"4 THE MALL, TEMPLEMORE, CO TIPPERARY",,Tipperary,34000.0,Yes,No,Second-Hand Dwelling house /Apartment,,9,7,2019,2019-07-09,83.31231368,26503.22958
"DROMCARRA, KILBARRY, MACROOM",,Cork,34500.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2012,2012-09-06,99.68430933,25832.86283
"BALLYCUSHAWN, DOON, LIMERICK",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,,20,6,2014,2014-06-20,106.2192943,27820.3498
"18 Forest View, Ballygar",,Galway,35000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2012,2012-11-19,94.27968127,24432.27114
"24 THE OAKS, KILNACOURT WOODS, PORTARLINGTON",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2014,2014-09-26,87.4867384,22914.02594
"54 The Corrib, Gleann Riada, Longford",,Longford,35000.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2012,2012-09-06,84.71884117,21954.61069
"51 ST LAWRENCES PARK, GARRYOWEN, LIMERICK",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,,17,9,2014,2014-09-17,106.2192943,27820.3498
"SHNNON STRETT, MOUNTRATH",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2,3,2015,2015-03-02,84.80267469,23052.96347
"SPELLMANS HOUSE, CROWE ST, GORT",,Galway,35000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2015,2015-11-19,90.412496,24577.95081
"APARTMENT OVER MILLHOUSE, MAIN STREET, RATHANGAN",,Kildare,35000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2018,2018-12-21,113.8570586,34811.93017
"GLENVIEW, MOUNTRATH, LAOIS",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2020,2020-08-11,71.3192998,23145.2464
"CLONOOSE, BALLYHEELAN, KILNALECK",,Cavan,35000.0,No,No,Second-Hand Dwelling house /Apartment,,28,4,2014,2014-04-28,84.26433538,22070.03258
"APT 3 BRIDGE HOUSE, BRIDGE STREET, CAHIR",,Tipperary,35000.0,No,No,Second-Hand Dwelling house /Apartment,,17,11,2020,2020-11-17,82.46228901,26823.89705
"24 Moore Street, Rathdowney, Co. Laois",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2011,2011-03-30,88.65439172,22152.35565
